0	82.875480
1	81.422088
2	80.003169
3	78.617906
4	77.265500
5	75.945171
6	74.656159
7	73.397721
8	72.169132
9	70.969684
10	69.798686
11	68.655462
12	67.539355
13	66.449720
14	65.385931
15	64.347373
16	63.333449
17	62.343574
18	61.377178
19	60.433704
20	59.512609
21	58.613360
22	57.735441
23	56.878345
24	56.041579
25	55.224660
26	54.427118
27	53.648492
28	52.888334
29	52.146207
30	51.421682
31	50.714343
32	50.023780
33	49.349597
34	48.691405
35	48.048825
36	47.421486
37	46.809026
38	46.211094
39	45.627344
40	45.057440
41	44.501053
42	43.957864
43	43.427558
44	42.909831
