0	-0.008000	1326
1	-0.013600	947
2	0.015200	870
3	0.025600	795
4	0.008800	743
5	-0.024000	759
6	-0.002400	783
7	-0.004000	706
8	-0.000800	672
9	0.003200	611
10	0.003200	638
11	-0.008800	591
12	-0.012000	586
13	-0.004800	555
14	0.006400	582
15	-0.016000	580
16	-0.015200	571
17	0.002400	546
18	-0.016000	603
19	-0.008800	585
20	-0.028000	598
21	-0.018400	606
22	-0.023200	574
23	-0.001600	577
24	-0.001600	554
25	0.007200	571
26	0.010400	586
27	0.021600	574
28	0.008000	563
29	0.002400	507
30	0.014400	535
31	-0.010400	535
32	0.001600	551
33	0.017600	544
34	0.010400	539
35	0.004800	545
36	-0.001600	582
37	-0.004000	539
38	-0.004800	573
39	-0.004000	503
40	-0.011200	495
41	-0.006400	552
42	-0.016800	493
43	-0.003200	563
44	-0.023200	505
45	-0.009600	529
46	0.008000	508
47	0.020000	547
48	0.019200	521
49	0.032800	515
50	0.015200	546
51	0.006400	543
52	0.000000	568
53	-0.016000	518
54	-0.020000	497
55	0.002400	520
56	-0.008800	510
57	0.015200	540
58	-0.019200	529
59	-0.012000	491
60	0.001600	539
61	-0.007200	547
62	0.012800	543
63	-0.003200	528
64	0.007200	531
65	0.016800	566
66	0.003200	539
67	0.009600	504
68	-0.002400	535
69	0.003200	585
70	0.012800	602
71	-0.001600	568
72	-0.009600	560
73	-0.009600	550
74	-0.008000	512
75	-0.005600	519
76	0.007200	520
77	-0.005600	514
78	0.026400	534
79	0.007200	502
80	0.001600	507
81	0.017600	472
82	0.013600	513
83	0.024000	561
84	0.017600	520
85	0.007200	567
86	0.016000	529
87	0.020800	496
88	0.021600	509
89	-0.009600	505
90	0.004000	477
91	0.010400	530
92	0.001600	549
93	-0.007200	483
94	0.010400	504
95	0.011200	531
96	0.004000	555
97	0.012000	556
98	0.031200	526
99	-0.004000	470
100	0.009600	507
101	0.008000	514
102	0.006400	510
103	0.000000	530
104	0.012000	505
105	-0.004000	492
106	0.020000	534
107	0.014400	529
108	0.004000	527
109	0.008000	521
110	-0.001600	526
111	-0.011200	526
112	0.003200	526
113	0.005600	497
114	0.004000	534
115	-0.008800	498
116	0.001600	533
117	-0.003200	542
118	0.002400	531
119	0.017600	515
120	0.016800	533
121	0.004800	481
122	-0.011200	534
123	-0.014400	528
124	0.001600	526
125	-0.002400	501
126	0.005600	544
127	-0.008800	552
128	-0.002400	498
129	-0.000800	496
130	-0.008000	527
131	0.004000	561
132	0.016800	520
133	0.007200	506
134	-0.008000	551
135	-0.007200	539
136	0.011200	547
137	0.038400	510
138	0.020800	514
139	0.009600	530
140	-0.013600	535
141	0.004000	508
142	0.001600	513
143	0.010400	493
144	-0.011200	497
145	-0.019200	502
146	-0.020800	450
147	-0.016000	452
148	-0.007200	521
149	-0.004000	470
150	-0.013600	484
151	0.009600	495
152	0.014400	514
153	0.004800	462
154	-0.004800	496
155	0.007200	503
156	0.014400	481
157	-0.001600	488
158	0.003200	498
159	-0.001600	504
160	0.002400	455
161	0.008000	503
162	-0.002400	495
163	-0.008800	496
164	-0.000800	482
165	-0.013600	460
166	0.002400	488
167	-0.002400	466
168	0.007200	494
169	0.016800	454
170	0.008000	497
171	-0.001600	480
172	-0.005600	499
173	-0.010400	492
174	-0.004800	447
175	0.001600	458
176	-0.000800	465
177	-0.005600	482
178	-0.004000	476
179	-0.016000	477
180	-0.013600	481
181	-0.007200	480
182	0.003200	453
183	-0.013600	477
184	-0.000800	520
185	-0.004800	483
186	0.012000	487
187	-0.012000	504
188	-0.035200	481
189	-0.022400	472
190	-0.004000	487
191	-0.016000	483
192	-0.000800	523
193	-0.010400	490
194	-0.016800	486
195	0.001600	475
196	-0.010400	473
197	-0.002400	504
198	0.006400	455
199	0.000800	509
200	-0.012800	505
201	-0.012000	505
202	0.001600	517
203	-0.022400	520
204	-0.005600	499
205	-0.020000	454
206	-0.027200	489
207	-0.006400	496
208	-0.021600	497
209	-0.021600	512
210	-0.008000	483
211	-0.028800	478
212	-0.026400	499
213	-0.020000	522
214	-0.004000	492
215	0.003200	495
216	-0.007200	479
217	-0.009600	469
218	0.002400	461
219	0.002400	500
220	0.007200	548
221	0.008800	504
222	0.012000	530
223	-0.004000	502
